churn_reason,Customer ID,Total Refunds,Total Charges,Total Revenue,Paperless Billing,Total Long Distance Charges,Total Extra Data Charges,Contract,Tenure in Months,Number of Referrals,Monthly Charge,Payment Method,Customer Status,Avg Monthly GB Download
,7426-GSWPO,0,6548.65,7777.45,Yes,1228.8,0,Month-to-Month,64,0,103.5,Bank Withdrawal,Stayed,18
,7426-RHZGU,0,827.45,1104.65,Yes,277.2,0,Month-to-Month,9,0,95.9,Bank Withdrawal,Stayed,3
,7426-WEIJX,49.53,4859.1,5903.37,Yes,1093.8,0,Two Year,60,10,80.95,Bank Withdrawal,Stayed,11
,7427-AUFPY,0,1008.7,2397.58,No,1388.88,0,Two Year,54,0,19.65,Credit Card,Stayed,
,7432-FFVAR,0,4236.6,4574.56,No,287.96,50,One Year,46,2,90.95,Bank Withdrawal,Stayed,48
5,7434-SHXLS,0,20.9,36.63,No,15.73,0,Month-to-Month,1,0,20.9,Mailed Check,Churned,
,7435-ZNUYY,0,116.6,189.62,No,73.02,0,One Year,6,0,20.6,Credit Card,Stayed,
,7439-DKZTW,0,80.55,146.48,Yes,5.93,60,Month-to-Month,1,0,80.55,Bank Withdrawal,Joined,19
,7442-YGZFK,0,49.8,53.77,Yes,3.97,0,Month-to-Month,1,0,49.8,Credit Card,Joined,11
,7445-WMRBW,0,3581.4,4668.12,Yes,1026.72,60,One Year,48,0,73.85,Bank Withdrawal,Stayed,3
,7446-KQISO,0,4900.65,5237.25,Yes,336.6,0,Two Year,45,2,109.75,Bank Withdrawal,Stayed,27
,7446-SFAOA,0,717.5,1291.37,Yes,573.87,0,One Year,37,8,19.85,Bank Withdrawal,Stayed,
,7446-YPODE,0,662.95,1314.58,No,531.63,120,Two Year,11,0,60.25,Bank Withdrawal,Stayed,17
,7449-HVPIV,0,5099.15,6339.95,Yes,1240.8,0,Month-to-Month,55,10,90.4,Credit Card,Stayed,56
5,7450-NWRTR,0,1200.15,1462.83,Yes,262.68,0,Month-to-Month,12,0,99.45,Bank Withdrawal,Churned,26
,7452-FOLON,0,958.45,2774.68,No,1816.23,0,One Year,39,0,25.45,Bank Withdrawal,Stayed,
,7459-IMVYU,0,2657.55,3811.55,No,1064,90,Month-to-Month,38,0,69.95,Bank Withdrawal,Stayed,22
5,7459-RRWQZ,0,994.55,1708.1,Yes,713.55,0,Month-to-Month,15,0,64.65,Bank Withdrawal,Churned,26
,7460-ITWWP,12.19,3861.45,5687.51,Yes,1838.25,0,One Year,45,5,86.1,Bank Withdrawal,Stayed,24
,7463-IFMQU,0,1423.65,4824.93,No,3401.28,0,Two Year,72,1,20.05,Bank Withdrawal,Stayed,
,7465-ZZRVX,0,70.35,94.77,Yes,14.42,10,Month-to-Month,1,0,70.35,Bank Withdrawal,Joined,27
,7469-LKBCI,0,326.8,848.72,No,521.92,0,Two Year,16,0,18.95,Credit Card,Stayed,
,7470-DYNOE,0,3357.9,3613.36,Yes,255.46,0,One Year,53,0,61.1,Bank Withdrawal,Stayed,24
12,7470-MCQTK,0,633.4,633.4,Yes,0,0,Month-to-Month,13,1,48.75,Bank Withdrawal,Churned,8
,7471-MQPOS,0,5139.65,8433.46,Yes,3273.81,20,One Year,71,1,72.9,Bank Withdrawal,Stayed,20
,7471-WNSUF,0,1505.9,2491.1,No,985.2,0,One Year,60,1,24.15,Bank Withdrawal,Stayed,
,7472-EQOAV,0,6179.35,8320.71,Yes,2141.36,0,One Year,71,5,86.7,Bank Withdrawal,Stayed,19
,7473-ZBDSN,0,255.55,879.25,No,623.7,0,Two Year,14,2,18.8,Mailed Check,Stayed,
6,7479-NITWS,0,631.85,949.73,Yes,257.88,60,Month-to-Month,7,0,89.35,Credit Card,Churned,17
10,7480-QNVZJ,0,4816.7,5762.7,Yes,946,0,Month-to-Month,50,0,95.7,Bank Withdrawal,Churned,11
,7480-SPLEF,0,1796.55,2596.95,Yes,800.4,0,Two Year,69,5,26,Bank Withdrawal,Stayed,
12,7481-ATQQS,0,4515.85,6714.97,Yes,2199.12,0,Month-to-Month,49,0,90.85,Credit Card,Churned,15
,7483-IQWIB,0,3415.25,4854.18,Yes,1438.93,0,Month-to-Month,37,1,92.95,Bank Withdrawal,Stayed,29
7,7486-KSRVI,0,4211.55,6044.46,Yes,1692.91,140,One Year,43,0,100,Bank Withdrawal,Churned,23
2,7488-MXJIV,0,321.65,504.93,Yes,173.28,10,Month-to-Month,4,0,85.65,Bank Withdrawal,Churned,20
,7492-TAFJD,0,280,280,No,0,0,Two Year,7,5,38.55,Credit Card,Stayed,58
,7493-GVFIO,0,1252.85,1993.28,No,740.43,0,Two Year,57,0,20.55,Credit Card,Stayed,
2,7493-TPUWZ,0,79.15,103.63,Yes,24.48,0,Month-to-Month,1,0,79.15,Bank Withdrawal,Churned,24
5,7495-OOKFY,0,633.3,1024.1,Yes,390.8,0,Month-to-Month,8,1,80.65,Credit Card,Churned,17
,7501-IWUNG,49.51,4616.05,4674.01,Yes,77.47,30,Two Year,61,9,73.8,Bank Withdrawal,Stayed,24
,7501-VTYLJ,0,106.2,143.42,No,37.22,0,Month-to-Month,2,0,51.55,Credit Card,Joined,27
,7502-BNYGS,0,3168,4634.48,Yes,1466.48,0,Month-to-Month,46,7,69.1,Credit Card,Stayed,53
,7503-EPSZW,0,1559.15,2706.67,Yes,1147.52,0,Two Year,64,5,24.05,Mailed Check,Stayed,
,7503-MIOGA,0,6697.35,10190.07,Yes,3492.72,0,Two Year,72,0,89.85,Bank Withdrawal,Stayed,17
2,7503-QQRVF,0,1178.25,1596.17,Yes,417.92,0,Month-to-Month,16,1,74.3,Credit Card,Churned,8
13,7503-ZGUZJ,0,84.65,146.95,Yes,22.3,40,Month-to-Month,1,0,84.65,Mailed Check,Churned,51
,7504-UWHNB,0,1729.35,2832.1,No,1002.75,100,Month-to-Month,25,0,69.75,Bank Withdrawal,Stayed,18
,7508-DQAKK,0,5442.05,5987.33,Yes,545.28,0,Two Year,64,0,86.4,Credit Card,Stayed,73
,7508-KBIMB,0,1454.25,1509.69,Yes,55.44,0,One Year,24,7,56.25,Credit Card,Stayed,53
2,7508-MYBOG,0,1235.55,1337.19,Yes,101.64,0,Month-to-Month,14,1,86.1,Bank Withdrawal,Churned,42
,7508-SMHXL,45.69,1288.3,1267.66,No,25.05,0,One Year,15,0,89,Credit Card,Stayed,21
2,7511-YMXVQ,0,418.8,438.8,Yes,0,20,Month-to-Month,9,0,45.4,Bank Withdrawal,Churned,20
,7515-LODFU,0,1356.3,2779.08,No,1422.78,0,Two Year,69,0,-7,Credit Card,Stayed,
,7516-GMHUV,0,5163.3,7208.3,Yes,2045,0,Two Year,50,1,105.05,Credit Card,Stayed,8
,7517-LDMPS,0,1017.35,1048.19,Yes,30.84,0,Month-to-Month,12,0,84.6,Bank Withdrawal,Stayed,25
12,7517-SAWMO,0,1441.1,1930.35,Yes,489.25,0,Month-to-Month,19,1,73.2,Bank Withdrawal,Churned,22
,7519-JTWQH,0,7455.45,9105.93,Yes,1650.48,0,Two Year,69,0,110.5,Bank Withdrawal,Stayed,42
,7520-HQWJU,41.67,4508.65,5998.18,Yes,1531.2,0,Month-to-Month,66,6,67.45,Bank Withdrawal,Stayed,59
,7521-AFHAB,0,220.45,398.45,No,178,0,Month-to-Month,5,10,44.8,Credit Card,Stayed,19
,7521-YXVZY,0,58.3,73.75,No,15.45,0,Month-to-Month,3,0,19.95,Mailed Check,Joined,
,7524-VRLPL,0,5031,5952.84,No,921.84,0,Two Year,69,0,74.1,Credit Card,Stayed,10
12,7526-BEZQB,0,1148.1,1684.62,Yes,536.52,0,Month-to-Month,12,0,96.05,Bank Withdrawal,Churned,25
,7526-IVLYU,0,68.35,175.12,Yes,106.77,0,Month-to-Month,3,0,19.65,Credit Card,Joined,
,7527-QNRUS,0,412.6,1181.68,Yes,769.08,0,Two Year,17,8,25.15,Credit Card,Stayed,
,7529-ZDFXI,0,4925.35,7014.97,Yes,2089.62,0,One Year,57,1,89.85,Bank Withdrawal,Stayed,9
12,7530-HDYDS,0,3264.5,3935.58,Yes,671.08,0,Month-to-Month,38,0,84.25,Credit Card,Churned,41
,7531-GQHME,0,265.45,732.97,No,467.52,0,Month-to-Month,12,0,20.05,Credit Card,Stayed,
5,7534-BFESC,0,1712.7,2453.58,Yes,740.88,0,Month-to-Month,24,0,76.1,Bank Withdrawal,Churned,15
,7537-CBQUZ,0,7031.45,8676.38,Yes,1644.93,0,Month-to-Month,63,0,109.4,Bank Withdrawal,Stayed,20
,7537-RBWEA,0,25.15,25.15,Yes,0,0,Month-to-Month,1,0,25.15,Credit Card,Joined,52
5,7538-GWHML,0,145.15,160.43,No,15.28,0,Month-to-Month,2,0,69.65,Bank Withdrawal,Churned,27
9,7541-YLXCL,0,2498.4,3452.76,Yes,954.36,0,One Year,36,0,65.4,Credit Card,Churned,85
,7542-CYDDM,0,358.5,771.96,No,413.46,0,Month-to-Month,18,0,20.05,Credit Card,Stayed,
,7544-ZVIKX,0,6004.85,7966.41,Yes,1961.56,0,One Year,58,2,105.05,Bank Withdrawal,Stayed,10
18,7547-EKNFS,27.3,3959.35,4698.97,Yes,766.92,0,Month-to-Month,42,1,95.25,Bank Withdrawal,Churned,29
5,7548-SEPYI,0,512.45,673.05,Yes,160.6,0,Month-to-Month,5,0,96.25,Bank Withdrawal,Churned,10
6,7549-MYGPK,0,6215.35,6781.09,Yes,565.74,0,Month-to-Month,63,3,100.55,Bank Withdrawal,Churned,16
,7550-WIQVA,0,5431.4,7510.4,Yes,2079,0,One Year,50,3,108.25,Bank Withdrawal,Stayed,19
5,7551-DACSP,0,324.25,335.41,Yes,11.16,0,Month-to-Month,6,1,55.3,Mailed Check,Churned,19
12,7551-JOHTI,0,19.5,51.95,No,32.45,0,Month-to-Month,1,0,-10,Credit Card,Churned,
,7552-KEYGT,0,520.55,1713.68,No,1193.13,0,Two Year,27,1,-9,Bank Withdrawal,Stayed,
,7554-AKDQF,0,323.45,357.59,No,34.14,0,Month-to-Month,6,9,45.65,Credit Card,Stayed,27
,7554-NEWDD,0,251.6,572.6,No,321,0,Two Year,10,0,25.7,Bank Withdrawal,Stayed,
,7558-IMLMT,0,1411.9,2002.84,Yes,590.94,0,Two Year,67,6,20.8,Credit Card,Stayed,
,7560-QJAVJ,42.34,5589.45,8887.51,No,3340.4,0,Two Year,70,0,79.6,Bank Withdrawal,Stayed,28
,7560-QRBXH,0,936.7,1377.82,No,441.12,0,One Year,48,0,19.95,Mailed Check,Stayed,
5,7562-GSUHK,35.7,1573.7,2190.16,Yes,652.16,0,Month-to-Month,16,0,93.2,Credit Card,Churned,7
,7562-UXTPG,8.53,886.7,1217.86,Yes,339.69,0,Month-to-Month,13,0,70.15,Credit Card,Stayed,28
5,7563-BIUPC,36.44,415.55,448.01,Yes,28.9,40,Month-to-Month,5,0,80.6,Bank Withdrawal,Churned,52
,7564-GHCVB,0,5730.7,6335.58,No,524.88,80,Two Year,72,5,79.05,Bank Withdrawal,Stayed,53
,7566-DSRLQ,0,7998.8,8994,Yes,925.2,70,Two Year,72,7,110.15,Bank Withdrawal,Stayed,24
,7567-ECMCM,0,2001,2848.2,Yes,847.2,0,Month-to-Month,24,0,79.85,Credit Card,Stayed,41
2,7568-PODML,0,45.3,45.3,Yes,0,0,Month-to-Month,1,0,45.3,Mailed Check,Churned,18
,7569-NMZYQ,0,8672.45,11634.53,Yes,2962.08,0,Two Year,72,1,118.75,Bank Withdrawal,Stayed,53
,7570-WELNY,0,5711.05,6246.21,Yes,535.16,0,Two Year,68,1,-1,Bank Withdrawal,Stayed,4
14,7571-YXDAD,0,147.15,223.71,No,76.56,0,Month-to-Month,2,0,74.9,Credit Card,Churned,18
,7572-KPVKK,0,6590.5,7686.04,Yes,1095.54,0,Two Year,62,0,104.05,Bank Withdrawal,Stayed,19
,7576-ASEJU,0,3187.65,4219.21,Yes,1031.56,0,One Year,41,10,74.7,Credit Card,Stayed,11
,7576-JMYWV,0,4972.1,5911.42,Yes,939.32,0,Two Year,46,7,110.2,Bank Withdrawal,Stayed,16
2,7576-OYWBN,0,231.8,322.55,Yes,90.75,0,Month-to-Month,3,0,76.05,Bank Withdrawal,Churned,28
,7577-SWIFR,0,89.25,105.89,Yes,16.64,0,Month-to-Month,1,0,89.25,Bank Withdrawal,Joined,2
,7579-KKLOE,0,6589.6,9893.23,Yes,3303.63,0,Two Year,71,7,91.25,Credit Card,Stayed,3
2,7579-OOPEC,0,115.1,128.82,No,13.72,0,Month-to-Month,2,1,50.15,Credit Card,Churned,20
1,7580-UGXNC,0,104.2,155.68,No,51.48,0,Month-to-Month,2,0,54.85,Credit Card,Churned,6
,7581-EBBOU,0,4224.7,6557.5,Yes,2332.8,0,One Year,60,0,70.15,Credit Card,Stayed,2
,7586-ZATGZ,0,3369.05,4082.25,Yes,713.2,0,Month-to-Month,40,0,84.9,Bank Withdrawal,Stayed,27
,7587-AOVVU,0,2793.55,3173.44,No,379.89,0,Month-to-Month,27,0,100.75,Bank Withdrawal,Stayed,15
15,7587-RZNME,0,123.65,270.17,Yes,146.52,0,Month-to-Month,3,0,43.3,Bank Withdrawal,Churned,41
,7590-VHVEG,0,29.85,29.85,Yes,0,0,Month-to-Month,1,0,29.85,Bank Withdrawal,Joined,10
1,7593-JNWRU,0,260.8,556,Yes,295.2,0,Month-to-Month,6,5,44.6,Bank Withdrawal,Churned,21
1,7593-XFKDI,0,46.3,94.52,No,48.22,0,Month-to-Month,1,0,-4,Credit Card,Churned,21
,7594-LZNWR,0,2275.1,2736.14,No,461.04,0,Two Year,34,0,69.15,Credit Card,Stayed,30
19,7594-RQHXR,0,79.6,101.32,Yes,21.72,0,Month-to-Month,1,0,79.6,Bank Withdrawal,Churned,52
,7595-EHCDL,0,1653.45,1653.45,No,0,0,Month-to-Month,32,10,50.6,Credit Card,Stayed,19
2,7595-EUIVN,0,75.8,90.28,No,14.48,0,Month-to-Month,1,0,75.8,Bank Withdrawal,Churned,26
,7596-IIWYC,0,538.2,1503.99,Yes,965.79,0,Two Year,27,0,20.25,Bank Withdrawal,Stayed,
,7596-LDUXP,0,979.05,1170.69,Yes,191.64,0,One Year,12,0,85.15,Credit Card,Stayed,19
,7596-ZYWBB,0,3739.8,6673.65,Yes,2813.85,120,Two Year,65,0,59.6,Mailed Check,Stayed,76
2,7598-UAASY,0,151.8,192.8,No,41,0,Month-to-Month,2,1,76.4,Bank Withdrawal,Churned,51
9,7599-FKVXZ,0,4512.7,4613.92,Yes,101.22,0,Month-to-Month,42,1,106.15,Bank Withdrawal,Churned,21
,7599-NTMDP,0,3008.55,3128.55,No,0,120,Two Year,62,6,48.7,Bank Withdrawal,Stayed,26
,7601-DHFWZ,0,1183.05,2662.41,No,1479.36,0,Two Year,48,0,24,Credit Card,Stayed,
,7601-GNDYK,0,686.95,1416.7,No,729.75,0,Two Year,35,1,19.6,Credit Card,Stayed,
,7601-WFVZV,0,19.55,37.49,No,17.94,0,Month-to-Month,1,0,19.55,Credit Card,Joined,
,7602-DBTOU,0,1416.5,4102.43,No,2685.93,0,Two Year,71,2,19.6,Credit Card,Stayed,
,7602-MVRMB,0,8058.85,11416.21,Yes,3357.36,0,Two Year,72,9,110.45,Bank Withdrawal,Stayed,14
12,7603-USHJS,0,871.4,1050.92,Yes,179.52,0,Month-to-Month,12,0,73.75,Credit Card,Churned,59
,7605-BDWDC,0,1520.1,1520.1,Yes,0,0,Two Year,31,0,49.85,Bank Withdrawal,Stayed,10
,7605-SNLQG,0,2221.55,2513.6,Yes,292.05,0,Month-to-Month,45,6,50.25,Credit Card,Stayed,22
,7606-BPHHN,0,1468.75,3660.43,Yes,2191.68,0,Two Year,72,0,19.8,Credit Card,Stayed,
,7607-QKKTJ,0,4368.85,5934.1,Yes,1505.25,60,One Year,45,6,95,Credit Card,Stayed,69
,7608-RGIRO,0,1413,2501.72,Yes,1088.72,0,Two Year,62,0,-10,Credit Card,Stayed,
,7609-NRNCA,0,280.85,1001.99,No,721.14,0,One Year,17,0,19.55,Credit Card,Stayed,
,7609-YBPXG,0,4735.2,5816.36,No,1001.16,80,Two Year,54,0,87.1,Bank Withdrawal,Stayed,26
,7610-TVOPG,0,378.6,498,Yes,119.4,0,Month-to-Month,15,0,26.35,Bank Withdrawal,Stayed,
,7611-YKYTC,0,1573.95,2427.99,No,854.04,0,Month-to-Month,22,1,75,Bank Withdrawal,Stayed,19
4,7613-LLQFO,0,1059.55,1207.87,Yes,148.32,0,Month-to-Month,12,0,84.45,Bank Withdrawal,Churned,23
16,7614-QVWQL,0,2541.25,2591.25,Yes,0,50,One Year,49,2,51.8,Bank Withdrawal,Churned,5
5,7615-ESMYF,0,97.1,97.1,No,0,0,Month-to-Month,2,1,44.6,Bank Withdrawal,Churned,51
,7617-EYGLW,0,19.45,66.04,No,46.59,0,Month-to-Month,1,0,19.45,Bank Withdrawal,Joined,
12,7619-ODSGN,0,1338.15,1752.63,No,414.48,0,Month-to-Month,24,1,54.75,Bank Withdrawal,Churned,18
,7619-PLRLP,0,3833.95,5802.37,No,1968.42,0,One Year,53,3,74.1,Bank Withdrawal,Stayed,4
,7621-VPNET,0,3729.75,4594.11,Yes,864.36,0,Month-to-Month,42,8,85.9,Credit Card,Stayed,13
,7622-FWGEW,0,4824.45,6598.53,Yes,1774.08,0,Two Year,56,8,85.65,Bank Withdrawal,Stayed,30
,7622-NXQZR,0,810.85,810.85,Yes,0,0,Month-to-Month,28,0,30.1,Credit Card,Stayed,48
,7623-HKYRK,0,111.65,278.33,No,166.68,0,Month-to-Month,6,0,19.7,Mailed Check,Stayed,
1,7623-TRNQN,0,49.9,89.5,Yes,39.6,0,Month-to-Month,1,0,49.9,Mailed Check,Churned,17
10,7625-XCQRH,0,837.95,1009.55,Yes,171.6,0,Month-to-Month,11,0,76.5,Bank Withdrawal,Churned,4
8,7627-JKIAZ,0,2839.65,4226.78,Yes,1387.13,0,Month-to-Month,37,0,78.95,Credit Card,Churned,29
,7629-WFGLW,21.71,5471.75,6096.84,No,646.8,0,One Year,56,10,95.65,Bank Withdrawal,Stayed,27
,7629-WIXZF,0,369.25,417.06,Yes,47.81,0,One Year,7,0,59.1,Bank Withdrawal,Stayed,17
18,7632-MNYOY,0,7432.05,8085.45,No,653.4,0,One Year,66,0,110.9,Credit Card,Churned,25
,7632-YUTXB,0,520.1,846.6,No,326.5,0,One Year,25,7,20.05,Credit Card,Stayed,
,7633-MVPUY,0,3450.15,6259.68,Yes,2809.53,0,Two Year,57,1,59.75,Bank Withdrawal,Stayed,22
,7634-HLQJR,0,1016.7,1084.38,No,67.68,0,Two Year,47,1,20.05,Credit Card,Stayed,
,7634-WSWDB,0,330.8,330.8,Yes,0,0,Month-to-Month,8,0,38.5,Bank Withdrawal,Stayed,51
,7636-OWBPG,38.98,381.2,342.22,Yes,0,0,Two Year,12,0,29.35,Credit Card,Stayed,4
,7636-PEPNS,0,2413.05,3876.75,Yes,1313.7,150,One Year,58,7,44.1,Credit Card,Stayed,25
,7636-XUHWW,0,33.7,41.34,Yes,7.64,0,Month-to-Month,2,0,19.9,Credit Card,Joined,
12,7638-QVMVY,0,522.95,705.58,Yes,182.63,0,Month-to-Month,7,0,79,Bank Withdrawal,Churned,2
,7639-LIAYI,0,4217.8,5734.12,Yes,1516.32,0,Two Year,52,0,79.75,Credit Card,Stayed,73
,7639-OPLNG,0,5731.85,7689.75,Yes,1957.9,0,Two Year,70,8,79.25,Bank Withdrawal,Stayed,2
5,7639-SUPCW,0,1054.6,1161.5,Yes,86.9,20,Month-to-Month,22,0,48.8,Credit Card,Churned,30
7,7641-EUYET,46.64,4541.2,6753.62,Yes,2259.06,0,Month-to-Month,46,3,100.7,Bank Withdrawal,Churned,17
,7641-TQFHN,0,3895.35,4469.43,No,574.08,0,Two Year,39,0,100.55,Credit Card,Stayed,85
,7643-RCHXS,0,1263.85,3899.77,No,2635.92,0,Two Year,63,0,19.35,Bank Withdrawal,Stayed,
,7644-OMVMY,0,198.5,353.6,No,155.1,0,Two Year,10,5,19.85,Credit Card,Stayed,
,7647-GYYKX,0,1092.35,3356.57,Yes,2264.22,0,Two Year,54,1,-3,Bank Withdrawal,Stayed,
,7649-PHJVR,0,226.8,595.08,No,368.28,0,One Year,11,0,19.5,Mailed Check,Stayed,
,7649-SIJJF,0,5585.4,6364.27,Yes,778.87,0,Two Year,71,5,80.1,Credit Card,Stayed,20
,7654-YWJUF,0,3539.25,4192.85,Yes,653.6,0,One Year,43,6,84.25,Bank Withdrawal,Stayed,21
15,7657-DYEPJ,0,2497.35,2715.85,Yes,218.5,0,One Year,38,0,70.15,Credit Card,Churned,30
,7658-UYUQS,0,1857.25,2325.55,No,468.3,0,Month-to-Month,21,0,86.55,Bank Withdrawal,Stayed,9
17,7660-HDPJV,0,69.2,79.28,Yes,10.08,0,Month-to-Month,1,0,69.2,Bank Withdrawal,Churned,18
,7661-CPURM,0,1725.95,2545.04,Yes,819.09,0,One Year,19,0,87.7,Credit Card,Stayed,2
,7663-CUXZB,0,6561.25,7445.07,No,883.82,0,Two Year,59,9,113.75,Bank Withdrawal,Stayed,19
9,7663-RGWBC,0,44.15,52.92,Yes,8.77,0,Month-to-Month,1,0,44.15,Credit Card,Churned,10
,7663-YJHSN,0,7556.9,10814.34,Yes,3187.44,70,Two Year,72,10,103.95,Bank Withdrawal,Stayed,8
,7663-ZTEGJ,0,2830.45,4378.13,No,1447.68,100,One Year,29,0,100.55,Credit Card,Stayed,23
,7665-NKLAV,0,1547.35,1547.35,No,0,0,Two Year,36,5,40.65,Credit Card,Stayed,71
5,7665-TOALD,0,69.6,83.79,Yes,14.19,0,Month-to-Month,1,0,69.6,Bank Withdrawal,Churned,59
,7665-VIGUD,0,176.3,350.3,No,174,0,One Year,10,0,20.35,Credit Card,Stayed,
13,7666-WKRON,0,3201.55,4155.1,Yes,953.55,0,Two Year,39,0,80.45,Bank Withdrawal,Churned,27
,7668-XCFYV,0,1614.7,1679.81,Yes,65.11,0,Month-to-Month,17,9,-4,Bank Withdrawal,Stayed,20
,7669-LCRSD,0,628.65,835.89,Yes,207.24,0,Month-to-Month,12,5,56.3,Mailed Check,Stayed,29
,7670-ZBPOQ,0,3478.75,5007.63,Yes,1528.88,0,One Year,58,1,61.05,Bank Withdrawal,Stayed,8
,7672-VFMXZ,34.59,3171.6,4019.37,No,882.36,0,Month-to-Month,57,6,55.7,Bank Withdrawal,Stayed,15
,7673-BQGKU,0,1337.5,2128.93,No,791.43,0,Two Year,69,6,20.15,Bank Withdrawal,Stayed,
,7673-LPRNY,19.63,1843.05,2947.66,Yes,1124.24,0,One Year,23,0,78.55,Bank Withdrawal,Stayed,12
,7674-YTAFD,0,2684.85,4080.42,Yes,1395.57,0,One Year,33,0,79.95,Bank Withdrawal,Stayed,13
5,7675-OZCZG,0,127.1,227.52,No,90.42,10,Month-to-Month,3,0,45,Bank Withdrawal,Churned,6
,7677-SJJJK,0,153.95,541.07,No,387.12,0,One Year,8,5,19.9,Credit Card,Stayed,
,7682-AZNDK,14.93,3091.75,3701.06,Yes,624.24,0,Month-to-Month,34,5,89.85,Bank Withdrawal,Stayed,85
2,7683-CBDKJ,0,937.6,1576,Yes,638.4,0,Month-to-Month,14,1,65.45,Bank Withdrawal,Churned,19
,7684-XSZIY,0,1643.25,3113.49,No,1470.24,0,Two Year,72,3,24.3,Bank Withdrawal,Stayed,
,7688-AWMDX,0,3778.2,7208.92,No,3430.72,0,Two Year,71,5,54.5,Bank Withdrawal,Stayed,59
,7690-KPNCU,0,4688.65,6393.61,Yes,1704.96,0,One Year,64,5,73.05,Credit Card,Stayed,71
,7691-KGKGP,0,3363.8,3475.63,No,111.83,0,Month-to-Month,53,9,65,Credit Card,Stayed,19
,7691-XVTZH,0,5974.3,7902.78,Yes,1928.48,0,Two Year,68,5,89.95,Bank Withdrawal,Stayed,82
2,7693-LCKZL,0,385,442.7,Yes,57.7,0,Month-to-Month,5,1,80.15,Bank Withdrawal,Churned,19
,7693-QPEFS,0,3829.75,6023.63,Yes,2193.88,0,Two Year,52,0,72.95,Bank Withdrawal,Stayed,11
7,7694-VLBWQ,0,7040.85,7588.91,No,548.06,0,One Year,67,4,104.1,Bank Withdrawal,Churned,3
,7695-PKLCZ,0,1424.9,4716.78,No,3291.88,0,Two Year,68,0,20.5,Credit Card,Stayed,
,7696-AMHOD,0,3824.2,4268.63,No,444.43,0,One Year,49,10,78,Credit Card,Stayed,82
,7696-CFTAT,0,726.1,1029.87,No,303.77,0,Two Year,37,0,19.8,Bank Withdrawal,Stayed,
,7698-YFGEZ,0,20,45.99,No,25.99,0,Month-to-Month,1,0,20,Credit Card,Joined,
11,7703-ZEKEF,0,1917.1,2347.2,Yes,430.1,0,Month-to-Month,23,0,81,Bank Withdrawal,Churned,24
,7706-DZNKK,0,237.3,727.13,Yes,489.83,0,Month-to-Month,11,0,20.45,Credit Card,Stayed,
,7706-YLMQA,0,1341.5,2041.5,No,700,0,One Year,70,0,19.7,Bank Withdrawal,Stayed,
,7707-PYBBH,0,2647.1,4126.3,Yes,1479.2,0,Month-to-Month,40,0,61.9,Credit Card,Stayed,21
,7710-JSYOA,0,6398.05,8366.62,Yes,1968.57,0,Two Year,69,0,93.3,Bank Withdrawal,Stayed,24
,7711-GQBZC,0,1810.55,3194.34,No,1383.79,0,Two Year,71,1,24.7,Bank Withdrawal,Stayed,
,7711-YIJWC,0,5264.5,6040.42,No,775.92,0,One Year,61,3,84.9,Bank Withdrawal,Stayed,48
,7714-YXSMB,0,2599.95,3267.11,Yes,667.16,0,Month-to-Month,26,0,100.5,Bank Withdrawal,Stayed,3
8,7716-YTYHG,0,4029.95,5179.55,Yes,1149.6,0,One Year,48,1,82.05,Mailed Check,Churned,30
,7717-BICXI,0,1205.05,2144.05,No,939,0,Two Year,60,4,20.55,Credit Card,Stayed,
,7718-RXDGG,0,1108.6,1561.15,Yes,362.55,90,Month-to-Month,15,9,68.6,Bank Withdrawal,Stayed,10
,7718-UPSKJ,3.59,7251.9,8916.04,Yes,1667.73,0,One Year,69,9,106.4,Credit Card,Stayed,5
,7721-DVEKZ,0,19.65,43.32,No,23.67,0,Month-to-Month,1,0,19.65,Credit Card,Joined,
8,7721-JXEAW,0,2452.7,2452.7,Yes,0,0,Month-to-Month,59,1,41.05,Bank Withdrawal,Churned,69
,7722-CVFXN,23.01,5637.85,6006.34,Yes,391.5,0,One Year,54,9,105.2,Bank Withdrawal,Stayed,57
,7722-VJRQD,0,4549.05,4549.05,No,0,0,Two Year,72,8,60.95,Bank Withdrawal,Stayed,15
,7727-SHVZV,0,150.35,544.82,No,394.47,0,Month-to-Month,9,0,19.5,Bank Withdrawal,Stayed,
,7729-JTEEC,0,90.05,151.79,Yes,61.74,0,Month-to-Month,2,2,44.5,Bank Withdrawal,Joined,19
,7729-XBTWX,0,1344.5,3425.48,Yes,2080.98,0,Two Year,66,7,19.75,Credit Card,Stayed,
,7730-CLDSV,0,7129.45,9664.57,Yes,2535.12,0,Two Year,72,6,98.65,Bank Withdrawal,Stayed,10
10,7730-IUTDZ,0,3198.6,4660.6,Yes,1462,0,Month-to-Month,43,0,75.2,Bank Withdrawal,Churned,11
,7733-UDMTP,0,3094.05,3094.05,Yes,0,0,Two Year,57,0,55,Bank Withdrawal,Stayed,26
12,7734-DBOAI,0,40.1,50.1,No,0,10,Month-to-Month,1,1,40.1,Bank Withdrawal,Churned,12
11,7739-LAXOG,0,2954.5,4525.94,Yes,1501.44,70,Month-to-Month,32,1,91.05,Bank Withdrawal,Churned,9
,7740-BTPUX,0,6292.7,7002.75,Yes,710.05,0,Two Year,55,7,113.6,Bank Withdrawal,Stayed,21
