Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Unlimited Data,Phone Service,Streaming TV,Streaming Movies,Streaming Music,Premium Tech Support,Offer,Customer ID
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Offer E,8111-RKSPX
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8111-SLLHI
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,8118-LSUEL
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8118-TJAFG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8120-JDCAM
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8123-QBNAZ
,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Yes,None,8124-NZVGJ
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8125-QPFJD
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,None,8128-YVJRG
No,No,,,,,,Yes,,,,,None,8129-GMVGI
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,8132-YPVBX
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer B,8133-ANHHJ
No,No,,,,,,Yes,,,,,None,8138-EALND
No,No,,,,,,Yes,,,,,Offer D,8143-ETQTI
No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8144-DGHXP
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8146-QQKZH
No,Yes,Cable,No,Yes,No,No,Yes,No,No,No,No,None,8148-BPLZQ
Yes,No,,,,,,Yes,,,,,None,8148-NLEGT
No,No,,,,,,Yes,,,,,Offer E,8148-WOCMK
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer C,8149-AIQCG
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,8149-RSOUN
No,No,,,,,,Yes,,,,,Offer E,8150-QUDFX
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Offer B,8152-UOBNY
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer A,8152-VETUR
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8155-IBNHG
,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Yes,None,8158-WPEZG
No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8160-HOWOX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8161-QYMTT
No,No,,,,,,Yes,,,,,Offer B,8164-OCKUJ
,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,None,8165-CBKXO
Yes,No,,,,,,Yes,,,,,Offer A,8165-ZJRNM
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,None,8166-ORCHU
Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,8166-ZZTFS
,Yes,DSL,No,No,No,Yes,No,No,No,No,Yes,None,8167-GJLRN
Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8168-UQWWF
,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Offer A,8169-SAEJD
No,No,,,,,,Yes,,,,,None,8173-RXAYP
No,No,,,,,,Yes,,,,,None,8174-LNWMW
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8174-TBVCF
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,None,8178-EYZUO
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,Offer E,8180-AKMJV
,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,None,8181-YHCMF
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Offer C,8182-BJDSI
No,Yes,DSL,No,No,No,No,Yes,No,No,No,Yes,None,8182-PNAGI
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,8183-ONMXC
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,8184-WMOFI
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8185-UPYBR
No,No,,,,,,Yes,,,,,None,8189-DUKMV
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,None,8189-HBVRW
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,No,Offer C,8189-XRIKE
,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,No,None,8190-ZTQFB
No,No,,,,,,Yes,,,,,Offer B,8191-XWSZG
No,No,,,,,,Yes,,,,,Offer C,8194-PEEBY
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8197-BFWVU
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer D,8198-RKSZG
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8199-ZLLSA
No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8200-KLNYW
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8200-LGKSR
Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,No,No,None,8201-AAXCB
No,No,,,,,,Yes,,,,,Offer E,8203-XJZRC
No,No,,,,,,Yes,,,,,None,8204-TIFGJ
,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Offer A,8204-YJCLA
No,Yes,Cable,Yes,No,No,No,Yes,No,No,No,No,Offer D,8205-MQUGY
,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Offer D,8205-OTCHB
Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,8205-VSLRB
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8207-DMRVL
Yes,No,,,,,,Yes,,,,,None,8207-VVMYB
,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,None,8208-EUMTE
No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,None,8212-CRQXP
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,None,8212-DJRCH
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Offer A,8213-TAZPM
No,No,,,,,,Yes,,,,,Offer B,8215-NGSPE
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8216-AZUUZ
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Offer E,8217-QYOHV
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8218-FFJDS
Yes,No,,,,,,Yes,,,,,None,8219-VYBVI
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,None,8220-OCUFY
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,None,8221-EQDGL
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer C,8221-HVAYI
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8224-DWCKX
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,None,8224-IVVPA
Yes,No,,,,,,Yes,,,,,Offer A,8224-KDLKN
,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,None,8224-UAXBZ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,No,No,Offer D,8225-BTJAU
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer B,8226-BXGES
No,No,,,,,,Yes,,,,,None,8229-BUJHX
No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,Offer D,8229-MYEJZ
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,Offer E,8229-TNIQA
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer A,8231-BSWXX
No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Offer A,8232-CTLKO
No,No,,,,,,Yes,,,,,None,8232-UTFOZ
Yes,No,,,,,,Yes,,,,,None,8234-GSZYK
Yes,No,,,,,,Yes,,,,,Offer A,8237-ULIXL
No,No,,,,,,Yes,,,,,Offer B,8241-JUIQO
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,8242-JSVBO
,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,None,8242-PDSGJ
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer E,8242-SOQUO
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,No,None,8245-UMPYT
No,No,,,,,,Yes,,,,,None,8246-SHFGA
No,No,,,,,,Yes,,,,,None,8249-THVEC
No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,None,8250-ZNGGW
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Offer D,8257-RZAHR
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8258-GSTJK
Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,Offer B,8259-DZLIZ
,Yes,Cable,Yes,No,No,Yes,No,No,No,No,Yes,None,8259-NFJTV
,Yes,DSL,No,No,No,Yes,No,No,No,Yes,No,None,8260-NGFNY
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,None,8261-GWDBQ
No,No,,,,,,Yes,,,,,None,8262-COGGB
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,None,8263-JQAIK
Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,8263-OKETD
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8263-QMNTJ
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,None,8265-HKSOW
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,8266-VBFQL
No,No,,,,,,Yes,,,,,None,8267-KFGYD
No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8267-ZNYVZ
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer B,8268-YDIXR
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,8270-RKSAP
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer D,8272-ONJLV
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Offer B,8276-MQBYC
Yes,No,,,,,,Yes,,,,,Offer C,8277-RVRSV
No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,No,Offer E,8280-MQRQN
No,No,,,,,,Yes,,,,,None,8285-ABVLB
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Offer E,8286-AFUYI
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,No,None,8290-YWKHZ
,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Offer C,8292-FRFZQ
Yes,No,,,,,,Yes,,,,,Offer B,8292-ITGYJ
No,Yes,Cable,No,No,Yes,No,Yes,No,No,No,Yes,Offer D,8292-TYSPY
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8294-UIMBA
No,No,,,,,,Yes,,,,,None,8295-FHIVV
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,None,8295-KMENE
No,No,,,,,,Yes,,,,,None,8305-VHZBZ
No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,Offer E,8309-IEYJD
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8309-PPCED
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer A,8311-UEUAB
No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,8313-AFGBW
No,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Yes,None,8313-KTIHG
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,None,8313-NDOIA
,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,None,8314-DPQHL
No,No,,,,,,Yes,,,,,Offer E,8314-HTWVE
,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,None,8316-BBQAY
No,No,,,,,,Yes,,,,,None,8317-BVKSO
,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,None,8318-LCNBW
,Yes,Cable,No,Yes,No,Yes,No,Yes,No,No,No,None,8319-QBEHW
No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,No,None,8325-QRPZR
Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Yes,None,8327-LZKAS
No,No,,,,,,Yes,,,,,None,8327-WKMIE
,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,None,8328-SKJNO
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer B,8329-GWVPJ
No,No,,,,,,Yes,,,,,Offer E,8329-IBCTI
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Offer C,8329-UTMVM
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,None,8331-ZXFOE
Yes,No,,,,,,Yes,,,,,None,8332-OSJDW
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,None,8336-TAVKX
No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes,No,None,8337-MSSXB
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,No,No,None,8337-UPOAQ
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,None,8338-QIUNR
No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,No,No,Offer E,8344-WFMFH
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8345-MVDYC
No,No,,,,,,Yes,,,,,None,8347-GDTMP
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Offer E,8348-HFYIV
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,None,8348-JLBUG
,Yes,DSL,No,Yes,Yes,Yes,No,No,No,No,Yes,None,8350-NYMVI
No,Yes,DSL,No,No,No,No,Yes,No,No,No,No,Offer E,8356-WUAOJ
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer E,8357-EQXFO
Yes,No,,,,,,Yes,,,,,Offer B,8361-LBRDI
Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,None,8361-LTMKD
Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,Offer E,8364-TRMMK
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8372-JUXUI
Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,None,8374-UULRV
Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Offer B,8374-XGEJJ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,8375-DKEBR
No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,None,8375-KVTHK
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8378-LKJAF
No,No,,,,,,Yes,,,,,None,8380-MQINP
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8380-PEFPE
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,8382-SHQEH
Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,Yes,None,8383-SGHJU
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8384-FZBJK
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8387-MOJJT
No,No,,,,,,Yes,,,,,None,8387-UGUSU
No,No,,,,,,Yes,,,,,Offer E,8388-DMKAE
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,Offer E,8388-FYNPZ
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8390-FESFV
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8393-DLHGA
No,No,,,,,,Yes,,,,,Offer E,8393-JMVMB
No,No,,,,,,Yes,,,,,None,8395-ETZKQ
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Offer C,8397-MVTAZ
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Offer A,8398-TBIYD
No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,No,No,None,8399-YNDCH
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer B,8400-WZICQ
Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Offer B,8401-EMUWF
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer A,8402-EIVQS
No,No,,,,,,Yes,,,,,None,8402-OOOHJ
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer C,8404-FYDIB
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,No,No,Offer E,8404-GFGCZ
,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,None,8404-VIOMB
Yes,No,,,,,,Yes,,,,,None,8404-VLQFB
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Offer B,8405-IGQFX
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,None,8406-LNMHF
,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer C,8409-WQJUX
No,No,,,,,,Yes,,,,,None,8410-BGQXN
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8413-VONUO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8413-YNHNV
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,No,None,8414-MYSHR
No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8414-OOEEL
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,8417-FMLZI
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8417-GSODA
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,None,8421-WZOOW
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,8429-XIBUM
No,No,,,,,,Yes,,,,,None,8430-TWCBX
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Offer B,8433-WPJTV
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,No,None,8433-WXGNA
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8434-PNQZX
No,No,,,,,,Yes,,,,,Offer B,8434-VGEQQ
Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,No,No,No,Offer C,8436-BJUMM
No,No,,,,,,Yes,,,,,Offer D,8439-LTUGF
Yes,No,,,,,,Yes,,,,,None,8441-SHIPE
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8443-WVPSS
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8443-ZRDBZ
Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,None,8444-WRIDW
Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,8445-DNBAE
Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,8450-JOVAH
Yes,No,,,,,,Yes,,,,,None,8450-LUGUK
,Yes,Cable,No,No,Yes,Yes,No,Yes,No,No,No,None,8450-UYIBU
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8454-AATJP
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,8455-HIRAQ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8456-QDAVC
No,No,,,,,,Yes,,,,,Offer D,8457-XIGKN
Yes,No,,,,,,Yes,,,,,None,8461-EFQYM
No,No,,,,,,Yes,,,,,None,8464-EETCQ
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Yes,None,8465-SBRXP
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8466-PZBLH
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,None,8467-WYNSR
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,8468-EHYJA
No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Offer A,8468-FZTOE
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,None,8469-SNFFH
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8473-VUVJN
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Offer D,8474-UMLNT
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8480-PPONV
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Offer E,8481-YYXWG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8485-GJCDN
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8486-AYEQH
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,8490-BXHEO
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,None,8495-LJDFO
Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,No,None,8495-PRWFH
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer C,8496-DMZUK
No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,Offer D,8496-EJAUI
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,None,8498-XXGWA
No,No,,,,,,Yes,,,,,Offer D,8499-BRXTD
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Offer D,8510-AWCXC
No,No,,,,,,Yes,,,,,None,8510-BBWMU
Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,No,No,None,8510-TMWYB
No,No,,,,,,Yes,,,,,None,8512-WIWYV
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8513-OLYGY
No,No,,,,,,Yes,,,,,Offer B,8514-VZHEB
Yes,No,,,,,,Yes,,,,,Offer C,8515-OCTJS
Yes,Yes,Cable,No,No,No,Yes,Yes,No,Yes,No,No,None,8519-IMDHU
No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,No,Offer D,8519-QJGJD
Yes,No,,,,,,Yes,,,,,Offer B,8532-UEFWH
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,8535-SFUTN
No,No,,,,,,Yes,,,,,Offer B,8540-ZQGEA
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8541-QVFKM
No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer E,8543-MSDMF
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Offer D,8544-GOQSH
No,No,,,,,,Yes,,,,,Offer A,8544-JNBOX
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Offer C,8547-NSBBO
Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,None,8548-AWOFC
Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer B,8550-XSXUQ
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8552-OBVRU
Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Offer D,8559-CIZFV
No,No,,,,,,Yes,,,,,Offer E,8559-WNQZS
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8561-NMTBD
No,No,,,,,,Yes,,,,,None,8562-GHPPI
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,No,Offer E,8563-IIOXK
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer D,8563-OYMQY
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,8564-LDKFL
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,No,None,8565-CLBZW
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer A,8565-HBFNN
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,None,8565-WUXZU
No,No,,,,,,Yes,,,,,Offer E,8566-YPRGL
Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,8570-KLJYJ
,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,None,8571-ZCMCX
No,No,,,,,,Yes,,,,,None,8573-CGOCC
No,No,,,,,,Yes,,,,,None,8573-JGCZW
No,No,,,,,,Yes,,,,,None,8577-QSOCG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8580-AECUZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,None,8580-QVLOC
,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Offer B,8582-KRHPJ
No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,Offer E,8584-KMVXD
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Offer A,8587-XYZSF
No,No,,,,,,Yes,,,,,Offer C,8590-OHDIW
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer A,8590-YFFQO
Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Offer B,8591-NXRCV
