Customer ID,Age,Gender,Number of Dependents,Married,Zip Code
7515-LODFU,67,Male,0,No,96013
7516-GMHUV,77,Male,0,Yes,93634
7517-LDMPS,31,Female,0,No,95356
7517-SAWMO,31,Female,0,Yes,91344
7519-JTWQH,30,Female,0,No,92233
7520-HQWJU,22,Female,1,Yes,92070
7521-AFHAB,45,Female,2,Yes,93602
7521-YXVZY,38,Male,3,No,95667
7524-VRLPL,71,Male,0,No,95459
7526-BEZQB,39,Male,0,No,90260
7526-IVLYU,46,Male,0,No,94108
7527-QNRUS,33,Male,3,Yes,92027
7529-ZDFXI,79,Male,0,Yes,91750
7530-HDYDS,26,Female,0,No,90712
7531-GQHME,34,Male,0,No,92582
7534-BFESC,69,Male,0,No,92122
7537-CBQUZ,68,Male,0,No,95012
7537-RBWEA,19,Female,0,No,95558
7538-GWHML,52,Female,0,No,93244
7541-YLXCL,25,Male,0,No,91767
7542-CYDDM,61,Male,0,No,95382
7544-ZVIKX,33,Male,2,Yes,95678
7547-EKNFS,37,Male,0,Yes,95420
7548-SEPYI,62,Female,0,No,92592
7549-MYGPK,48,Female,0,Yes,94040
7550-WIQVA,34,Male,1,Yes,95677
7551-DACSP,49,Male,1,Yes,96040
7551-JOHTI,54,Female,0,No,90265
7552-KEYGT,53,Male,0,Yes,96076
7554-AKDQF,27,Female,0,Yes,91024
7554-NEWDD,44,Male,0,No,90815
7558-IMLMT,48,Male,2,Yes,90680
7560-QJAVJ,60,Female,0,No,95917
7560-QRBXH,32,Female,0,No,95695
7562-GSUHK,40,Female,0,No,95327
7562-UXTPG,40,Female,0,No,91303
7563-BIUPC,30,Male,0,No,92122
7564-GHCVB,27,Female,0,Yes,93452
7566-DSRLQ,54,Female,0,Yes,91701
7567-ECMCM,23,Male,0,No,94506
7568-PODML,34,Male,0,No,95076
7569-NMZYQ,33,Female,3,Yes,95461
7570-WELNY,52,Female,0,Yes,91423
7571-YXDAD,37,Female,0,No,95618
7572-KPVKK,44,Male,1,No,94024
7576-ASEJU,38,Female,0,Yes,91702
7576-JMYWV,76,Female,1,Yes,95046
7576-OYWBN,71,Male,0,No,94402
7577-SWIFR,49,Male,0,No,91206
7579-KKLOE,59,Male,0,Yes,93219
7579-OOPEC,75,Female,0,Yes,92059
7580-UGXNC,73,Female,0,No,90232
7581-EBBOU,49,Female,0,No,95689
7586-ZATGZ,59,Male,0,No,96123
7587-AOVVU,39,Male,1,Yes,95521
7587-RZNME,23,Male,0,No,91355
7590-VHVEG,36,Female,0,Yes,90001
7593-JNWRU,61,Male,1,Yes,94538
7593-XFKDI,39,Male,0,No,90031
7594-LZNWR,67,Male,0,No,95826
7594-RQHXR,20,Female,0,No,91722
7595-EHCDL,48,Male,2,Yes,93454
7595-EUIVN,53,Female,0,No,95422
7596-IIWYC,62,Female,0,No,95629
7596-LDUXP,61,Female,0,No,94572
7596-ZYWBB,19,Female,0,No,93312
7598-UAASY,19,Male,0,Yes,94940
7599-FKVXZ,54,Male,0,Yes,91030
7599-NTMDP,32,Female,2,Yes,95237
7601-DHFWZ,54,Female,0,No,93063
7601-GNDYK,52,Male,3,Yes,92595
7601-WFVZV,35,Male,0,No,95936
7602-DBTOU,46,Female,0,Yes,94121
7602-MVRMB,62,Female,1,Yes,93623
7603-USHJS,27,Male,1,No,91775
7605-BDWDC,35,Female,0,No,91752
7605-SNLQG,42,Female,0,Yes,90249
7606-BPHHN,39,Male,0,No,92253
7607-QKKTJ,25,Male,2,Yes,92354
7608-RGIRO,62,Male,1,No,95901
7609-NRNCA,21,Female,0,No,95246
7609-YBPXG,60,Male,0,No,92602
7610-TVOPG,48,Male,0,No,95255
7611-YKYTC,50,Male,2,Yes,95225
7613-LLQFO,41,Male,0,No,95601
7614-QVWQL,57,Male,0,Yes,92627
7615-ESMYF,23,Female,0,Yes,92117
7617-EYGLW,62,Male,0,No,95423
7619-ODSGN,63,Male,2,Yes,92610
7619-PLRLP,41,Female,0,Yes,92007
7621-VPNET,60,Female,0,Yes,91006
7622-FWGEW,71,Male,0,Yes,92626
7622-NXQZR,29,Male,0,No,91304
7623-HKYRK,46,Male,1,No,93518
7623-TRNQN,34,Male,1,No,95642
7625-XCQRH,48,Female,0,No,93267
7627-JKIAZ,62,Female,0,Yes,95116
7629-WFGLW,80,Female,0,Yes,94301
7629-WIXZF,32,Female,0,No,94903
7632-MNYOY,69,Male,0,No,96148
7632-YUTXB,52,Female,2,Yes,94970
7633-MVPUY,50,Male,0,Yes,91765
7634-HLQJR,52,Female,1,Yes,95039
7634-WSWDB,22,Female,1,No,93270
7636-OWBPG,79,Male,0,No,96001
7636-PEPNS,44,Female,3,Yes,90274
7636-XUHWW,56,Male,0,No,93622
7638-QVMVY,63,Female,0,No,93292
7639-LIAYI,23,Male,0,No,90057
7639-OPLNG,56,Male,0,Yes,92107
7639-SUPCW,32,Female,0,No,95442
7641-EUYET,76,Male,0,Yes,93668
7641-TQFHN,21,Male,1,No,93704
7643-RCHXS,31,Female,3,Yes,96065
7644-OMVMY,56,Male,1,Yes,90029
7647-GYYKX,48,Female,4,Yes,92069
7649-PHJVR,22,Male,0,No,93446
7649-SIJJF,36,Male,0,Yes,94608
7654-YWJUF,61,Male,0,Yes,91040
7657-DYEPJ,73,Male,0,No,90024
7658-UYUQS,71,Male,0,Yes,92835
7660-HDPJV,51,Female,0,No,90810
7661-CPURM,49,Male,0,No,91803
7663-CUXZB,34,Male,0,Yes,95537
7663-RGWBC,44,Male,0,No,90049
7663-YJHSN,33,Female,0,Yes,95039
7663-ZTEGJ,46,Male,0,No,92027
7665-NKLAV,19,Female,3,Yes,94566
7665-TOALD,25,Female,0,No,92592
7665-VIGUD,40,Male,0,No,93108
7666-WKRON,39,Female,0,No,95367
7668-XCFYV,77,Female,0,Yes,91741
7669-LCRSD,49,Male,2,Yes,96047
7670-ZBPOQ,59,Female,0,Yes,95316
7672-VFMXZ,31,Male,0,Yes,90815
7673-BQGKU,64,Female,3,Yes,92009
7673-LPRNY,43,Female,0,No,91104
7674-YTAFD,64,Female,0,No,91343
7675-OZCZG,76,Female,0,No,92028
7677-SJJJK,26,Male,0,Yes,95746
7682-AZNDK,25,Male,3,Yes,95987
7683-CBDKJ,42,Male,1,Yes,93550
7684-XSZIY,53,Male,3,Yes,95650
7688-AWMDX,21,Male,0,Yes,92131
7690-KPNCU,20,Male,0,Yes,95573
7691-KGKGP,31,Male,1,Yes,92656
7691-XVTZH,30,Female,0,Yes,95004
7693-LCKZL,57,Male,1,Yes,92036
7693-QPEFS,75,Male,0,No,95017
7694-VLBWQ,61,Male,0,Yes,92118
7695-PKLCZ,32,Female,0,No,93908
7696-AMHOD,23,Female,1,Yes,92028
7696-CFTAT,24,Male,3,Yes,91765
7698-YFGEZ,55,Male,0,No,92509
7703-ZEKEF,47,Male,0,No,92249
7706-DZNKK,63,Male,0,No,93551
7706-YLMQA,30,Female,0,No,93638
7707-PYBBH,49,Male,0,No,92356
7710-JSYOA,59,Female,1,Yes,92059
7711-GQBZC,42,Female,1,Yes,95207
7711-YIJWC,21,Male,2,Yes,96088
7714-YXSMB,60,Female,0,No,92612
7716-YTYHG,41,Female,0,Yes,93030
7717-BICXI,37,Male,3,Yes,93645
7718-RXDGG,54,Male,0,Yes,95658
7718-UPSKJ,59,Female,0,Yes,92116
7721-DVEKZ,42,Female,0,No,91360
7721-JXEAW,23,Male,0,Yes,95624
7722-CVFXN,50,Male,3,Yes,95064
7722-VJRQD,38,Male,0,Yes,95606
7727-SHVZV,56,Female,0,No,95926
7729-JTEEC,33,Male,1,Yes,96146
7729-XBTWX,62,Male,2,Yes,94583
7730-CLDSV,61,Female,2,Yes,94513
7730-IUTDZ,63,Male,0,No,91311
7733-UDMTP,65,Female,0,No,93726
7734-DBOAI,42,Female,2,Yes,94567
7739-LAXOG,51,Female,0,Yes,95825
7740-BTPUX,72,Male,0,Yes,95459
7740-KKCXF,61,Male,0,Yes,90039
7742-MYPGI,39,Female,2,Yes,95426
7743-EXURX,47,Male,1,Yes,91208
7746-AWNQW,62,Female,0,No,92037
7746-QYVCO,57,Male,0,Yes,92282
7748-UMTRK,80,Female,1,No,94132
7750-EYXWZ,62,Female,0,No,92284
7752-XUSCI,20,Female,0,No,92325
7753-USQYQ,47,Male,0,No,91792
7754-IXRMC,39,Female,0,No,93422
7758-UJWYS,31,Male,1,Yes,94030
7758-XKCBS,56,Male,0,No,91335
7760-OYPDY,32,Female,2,No,90056
7762-ONLJY,62,Female,3,Yes,95834
7762-URZQH,30,Male,0,Yes,90291
7764-BDPEE,50,Male,3,No,94542
7765-LWVVH,39,Female,2,Yes,95420
7766-CLTIC,58,Female,0,No,95452
7767-UXAGJ,37,Male,0,No,95713
7771-CFQRQ,32,Female,3,Yes,95338
7771-ZONAT,62,Male,0,No,94973
7774-OJSXI,53,Male,0,No,96150
7776-QGYJC,64,Female,5,Yes,96019
7776-QWNFX,71,Male,0,Yes,91710
7777-UNYHB,43,Female,1,Yes,93673
7779-LGOVN,74,Male,0,Yes,96074
7779-ORAEL,77,Male,0,Yes,95346
7780-OTDSO,51,Male,0,Yes,95428
7781-EWARA,19,Male,3,Yes,96011
7781-HVGMK,56,Female,0,Yes,92304
7783-YKGDV,49,Female,0,No,92518
7785-RDVIG,53,Female,2,Yes,92543
7786-WBJYI,31,Female,0,No,92130
7787-BNTZM,56,Male,0,No,95427
7789-CRUVC,77,Female,0,Yes,92107
7789-HKSBS,79,Female,0,Yes,90713
7794-JASDG,37,Male,0,No,92596
7795-CFOCW,53,Male,0,No,90004
7797-EJMDP,34,Female,0,No,95336
7798-JVXYM,52,Female,0,No,95638
7799-DSEWS,22,Male,0,No,94544
7799-LGRDP,42,Female,0,No,90713
7801-CEDNV,33,Male,0,Yes,90304
7801-KICAO,43,Female,0,No,91103
7802-EFKNY,37,Male,0,Yes,92374
7803-XOCCZ,54,Female,2,Yes,92539
7808-DVWEP,51,Male,0,Yes,95926
7811-JIVPF,44,Female,0,No,90805
7812-FZHPE,31,Female,2,Yes,93426
7813-TKCVO,23,Female,0,Yes,91377
7813-ZGGAW,68,Male,0,No,95703
7814-LEEVE,60,Female,0,Yes,95949
7815-PDTHL,64,Male,0,No,91401
7816-VGHTO,61,Female,2,Yes,95674
7817-BOQPW,32,Female,0,No,95562
7817-OMJNA,23,Male,0,No,93546
7820-ZYGNY,33,Male,0,No,91746
7821-DPRQE,25,Male,0,Yes,95207
7823-JSOAG,39,Male,0,No,95476
7824-PANSQ,52,Male,0,No,93546
7825-ECJRF,43,Female,1,No,91350
7825-GKXMW,41,Female,0,No,92121
7826-VVKWT,69,Female,1,Yes,92114
7831-QGOXH,27,Female,0,No,95525
7833-PKIHD,59,Male,0,Yes,92260
7838-LAZFO,38,Male,0,Yes,93230
7839-NUIAA,27,Female,1,Yes,96108
7839-QRKXN,62,Female,0,No,91203
7841-FCRQD,27,Female,0,Yes,91789
7841-TZDMQ,19,Male,0,No,91352
7845-URHJN,24,Female,0,Yes,91745
7850-THJMU,40,Female,2,Yes,96061
7850-VWJUU,37,Female,0,No,90715
7851-FLGGQ,49,Male,0,No,95692
7851-WZEKY,32,Female,0,No,95219
7852-LECYP,79,Male,0,Yes,90019
7853-GVUDZ,55,Female,1,Yes,90004
7853-OETYL,40,Female,0,Yes,91790
7853-WNZSY,58,Male,0,No,95317
7854-EDSSA,46,Male,0,No,95404
7854-EKTJL,31,Female,5,No,93901
7854-FOKSF,54,Male,0,No,93560
7855-DIWPO,60,Female,0,No,95683
7856-GANIL,71,Male,0,Yes,92606
7858-GTZSP,33,Female,0,No,93954
7860-KSUGX,25,Male,0,Yes,90806
7860-UXCRM,22,Male,2,Yes,91775
7861-UVUFT,36,Female,0,Yes,95683
7868-BGSZA,30,Male,0,Yes,92504
7868-TMWMZ,69,Female,0,Yes,94703
7869-ZYDST,33,Male,0,Yes,96046
7872-BAAZR,49,Female,1,Yes,90650
7872-RDDLZ,68,Female,0,No,95587
7873-CVMAW,61,Male,0,No,91405
7874-ECPQJ,57,Female,2,No,93285
7876-AEHIG,48,Female,0,No,94015
7876-BEUTG,34,Female,0,No,94066
7876-DNYAP,29,Female,2,Yes,95986
7878-JGDKK,38,Male,0,No,93662
7878-RTCZG,55,Female,0,No,90302
7879-CGSFV,19,Male,0,No,92386
7880-XSOJX,50,Male,0,No,92840
7881-EVUAD,49,Female,0,No,95966
7881-INRLC,34,Male,0,No,94403
7883-ROJOC,33,Female,0,Yes,94956
7890-VYYWG,67,Male,0,Yes,95982
7892-POOKP,23,Female,3,Yes,90010
7892-QVYKW,25,Female,1,Yes,92020
7893-IXHRQ,53,Male,0,No,95826
7895-VONWT,20,Female,0,No,90266
7898-PDWQE,22,Male,0,Yes,95955
7901-HXJVA,20,Male,0,No,95928
7901-IIDQV,28,Male,0,No,92119
7901-TBKJX,76,Male,0,No,92278
7903-CMPEY,78,Male,0,Yes,94925
7905-NJMXS,68,Male,0,Yes,95987
7905-TVXTA,63,Female,0,No,93907
7908-QCBCA,47,Female,0,Yes,95301
7909-FIOIY,21,Female,1,Yes,95051
7912-SYRQT,35,Female,0,No,90042
7916-VCCPB,58,Female,1,Yes,92267
7919-ZODZZ,32,Female,2,Yes,94509
7921-BEPCI,40,Female,0,No,95765
7921-LMDFQ,69,Male,0,No,91910
7923-IYJWY,68,Male,0,No,95383
7924-GJZFI,75,Female,0,Yes,95642
7925-PNRGI,51,Female,2,Yes,91914
7926-IJOOU,50,Male,0,No,94116
7927-AUXBZ,45,Female,0,No,92586
7928-VJYAB,44,Male,1,Yes,93245
7929-DMBCV,45,Female,0,Yes,93420
7929-SKFGK,23,Male,0,Yes,92359
7931-PXHFC,46,Male,0,No,91010
7932-WPTDS,77,Female,0,Yes,92126
7938-OUHIO,28,Male,0,No,94941
7940-UQQUG,42,Female,2,Yes,91360
7941-RCJOW,34,Male,0,No,96090
7943-RQCHR,34,Female,0,No,95616
7945-HLKEA,29,Female,0,No,94019
7945-PRBVF,47,Male,0,No,95959
7950-XWOVN,60,Male,0,No,93035
7951-QKZPL,21,Female,0,Yes,94574
7951-VRDVK,26,Female,0,No,92653
7952-OBOYL,24,Male,0,No,91786
7954-MLBUN,41,Male,0,No,93111
7956-XQWGU,43,Male,0,No,90803
7957-RYHQD,65,Female,0,No,90706
7963-GQRMY,19,Female,0,Yes,90004
7963-SHNDT,63,Female,0,No,94062
7964-VEXDG,61,Male,2,No,92802
7964-YESJC,21,Female,0,Yes,93021
7964-ZRKKG,44,Male,0,Yes,91411
7966-YOTQW,29,Male,0,No,96068
7967-HYCDE,26,Male,0,No,91978
7968-QUXNS,24,Male,0,No,95935
7969-AULMZ,63,Female,0,No,94104
7969-FFOWG,30,Male,0,Yes,93543
7971-HLVXI,62,Male,2,Yes,92404
7973-DZRKH,20,Female,1,No,92507
7975-JMZNT,19,Male,0,Yes,95310
7975-TZMLR,37,Male,0,No,93654
7976-CICYS,49,Male,0,No,91367
7977-HXJKU,45,Male,2,No,95565
7978-DKUQH,26,Female,0,Yes,92532
7979-CORPM,40,Male,0,No,95361
7980-MHFLQ,42,Female,3,Yes,93526
7982-VCELR,20,Female,0,No,92065
7989-AWGEH,24,Male,2,Yes,93405
7989-CHGTL,52,Male,0,No,92122
7989-VCQOH,29,Male,1,Yes,93602
7993-NQLJE,39,Male,1,Yes,95943
7993-PYKOF,20,Male,0,Yes,95471
7994-UYIVZ,62,Male,0,Yes,93641
7994-XIRTR,79,Male,0,No,95747
7995-ZHHNZ,56,Male,0,Yes,92832
7996-BPXHY,44,Female,3,Yes,94111
7996-MHXLW,51,Female,0,No,92259
7997-EASSD,56,Female,0,Yes,94061
7998-WNZEM,51,Male,0,No,94131
7998-ZLXWN,21,Female,0,Yes,94939
8000-REIQB,73,Female,0,No,92117
8003-EWNDZ,52,Female,0,No,95466
8006-PYCSW,60,Female,0,No,90040
8007-YYPWD,52,Female,0,No,92548
8008-ESFLK,43,Female,0,Yes,95010
8008-HAWED,38,Male,0,No,90027
8008-OTEZX,30,Female,2,Yes,92861
8010-EZLOU,75,Male,0,No,91108
8012-SOUDQ,65,Female,0,No,90059
8015-IHCGW,53,Female,1,Yes,92844
8016-NCFVO,70,Male,0,No,91203
8016-ZMGMO,73,Female,0,Yes,95932
8017-LXHFA,77,Female,0,No,92130
8017-UVSZU,62,Female,0,Yes,91302
8019-ENHXU,50,Male,0,Yes,94601
8020-BWHYL,70,Female,0,No,91020
8022-BECSI,62,Male,0,No,92070
8023-QHAIO,72,Female,0,Yes,92882
8024-XNAFQ,66,Female,0,No,95641
8028-PNXHQ,40,Male,0,Yes,90242
8029-XYPWT,72,Male,0,Yes,92806
8033-ATFAS,32,Female,2,Yes,94404
8033-VCZGH,27,Male,0,Yes,95376
8034-RYTVV,19,Female,0,No,92688
8035-BUYVG,39,Male,0,Yes,92382
8035-PWSEV,60,Female,0,No,94542
8039-ACLPL,29,Female,0,Yes,95655
8039-EQPIM,22,Male,0,Yes,91977
8040-MNRTF,47,Female,0,No,93268
8041-TMEID,73,Male,0,Yes,96021
8042-JVNFH,23,Male,0,No,93549
8042-RNLKO,40,Male,0,No,95076
8043-PNYSD,48,Male,2,Yes,96051
8044-BGWPI,50,Male,2,Yes,91764
8046-DNVTL,56,Male,0,Yes,95571
8048-DSDFQ,63,Male,0,No,92655
8049-WJCLQ,50,Male,2,Yes,93218
8050-DVOJX,67,Male,0,No,93530
8050-WYBND,55,Female,2,No,90606
8050-XGRVL,22,Female,3,Yes,96062
8051-HJRLT,72,Female,0,No,92397
8053-WWDRO,62,Female,0,Yes,92109
8058-DMYRU,69,Male,0,No,91208
8058-INTPH,57,Female,0,No,92109
8058-JMEQO,76,Female,0,No,92121
8059-UDZFY,73,Female,2,No,95458
8060-HIWJJ,35,Male,0,No,95648
8062-YBDOE,70,Male,0,No,91351
8063-GBATB,74,Female,0,No,95426
8063-RJYNF,27,Male,0,No,94804
8064-RAVOH,44,Male,3,No,93030
8065-BVEPF,80,Male,0,No,95494
8065-QBYTO,68,Female,0,No,91768
8065-YKXKD,39,Female,0,No,92126
8066-POXGX,28,Female,0,No,93720
8067-NIOYM,51,Female,3,Yes,92602
8069-RHUXK,55,Female,0,Yes,92832
8069-YQQAJ,63,Male,0,No,91604
8070-AAWZP,68,Male,0,Yes,95681
8071-SBTRN,63,Female,0,No,91304
8073-IJDCM,44,Female,0,No,95672
8075-GXIUB,79,Male,0,Yes,91978
8076-FEZKJ,58,Male,0,No,92676
8079-XRJRS,39,Male,0,Yes,95668
8080-DDEMJ,71,Male,0,No,91204
8080-POTJR,59,Female,0,No,90275
8082-GHXOP,20,Male,1,No,95627
8083-YTZES,52,Male,0,No,92113
8084-OIVBS,31,Female,0,No,95612
8085-MSNLK,21,Female,0,Yes,95124
8086-OVPWV,58,Male,0,No,92117
8087-LGYHQ,40,Male,0,No,92325
8089-UZWLX,75,Female,0,No,95317
8091-TTVAX,39,Male,0,Yes,90014
8092-NLTGF,25,Male,0,No,91335
8095-WANWK,46,Female,0,No,93239
8096-LOIST,57,Female,0,No,95978
8097-OMULG,63,Male,2,Yes,95116
8097-VBQTZ,61,Male,0,No,92806
8098-LLAZX,74,Female,0,No,92122
8098-TDCBU,55,Female,0,Yes,93643
8099-MZPUJ,49,Male,2,Yes,93923
8100-HZZLJ,26,Female,1,No,92201
8100-PNJMH,39,Male,0,Yes,93226
8104-OSKWT,61,Female,0,No,92804
8106-GWQOK,47,Male,0,Yes,92086
8107-KNCIM,73,Male,0,Yes,94111
8107-RZLNV,22,Male,0,Yes,90280
8108-UXRQN,23,Female,1,Yes,90260
8109-YUOHE,58,Male,0,No,91326
8111-BKVDS,31,Female,0,No,92027
8111-RKSPX,20,Male,0,No,95401
8111-SLLHI,65,Male,0,Yes,95128
8118-LSUEL,74,Male,0,No,95678
8118-TJAFG,33,Male,1,Yes,90247
8120-JDCAM,42,Male,1,Yes,94589
8123-QBNAZ,39,Female,1,Yes,96085
8124-NZVGJ,29,Female,0,No,92309
8125-QPFJD,36,Female,0,Yes,96037
8128-YVJRG,61,Female,0,No,94709
8129-GMVGI,58,Female,3,Yes,94066
8132-YPVBX,28,Female,0,No,93907
8133-ANHHJ,77,Female,0,No,93003
8138-EALND,35,Male,0,No,92653
8143-ETQTI,24,Female,3,Yes,93313
8144-DGHXP,46,Female,0,No,95948
8146-QQKZH,25,Female,0,Yes,94803
8148-BPLZQ,34,Male,0,No,91934
8148-NLEGT,47,Female,3,Yes,95364
8148-WOCMK,54,Male,3,Yes,91384
8149-AIQCG,43,Male,0,No,90278
8149-RSOUN,49,Female,0,No,96023
8150-QUDFX,27,Male,0,No,94928
8152-UOBNY,66,Female,0,No,96063
8152-VETUR,26,Female,0,Yes,93514
8155-IBNHG,55,Female,0,Yes,92103
8158-WPEZG,20,Male,0,No,90061
8160-HOWOX,30,Female,0,No,92407
8161-QYMTT,55,Male,0,No,93454
8164-OCKUJ,45,Female,2,Yes,95954
8165-CBKXO,35,Male,3,Yes,90022
8165-ZJRNM,62,Female,1,Yes,94565
8166-ORCHU,73,Male,0,Yes,94605
8166-ZZTFS,74,Female,0,Yes,95661
8167-GJLRN,19,Male,0,No,91214
8168-UQWWF,48,Female,2,No,90042
8169-SAEJD,79,Male,0,Yes,93535
8173-RXAYP,51,Female,1,Yes,96056
8174-LNWMW,52,Female,0,No,92782
8174-TBVCF,30,Female,0,Yes,90680
8178-EYZUO,48,Male,0,No,94105
8180-AKMJV,27,Female,0,No,96117
8181-YHCMF,44,Female,0,Yes,91941
8182-BJDSI,56,Female,0,No,92705
8182-PNAGI,50,Male,0,No,90660
8183-ONMXC,41,Female,0,No,92117
8184-WMOFI,47,Male,0,Yes,93702
8185-UPYBR,33,Male,0,Yes,90254
8189-DUKMV,52,Female,0,Yes,95742
8189-HBVRW,50,Female,0,No,90005
8189-XRIKE,80,Female,0,No,94560
8190-ZTQFB,50,Male,0,No,96009
8191-XWSZG,57,Female,0,No,90018
8194-PEEBY,38,Female,3,Yes,92604
8197-BFWVU,62,Female,0,Yes,93240
8198-RKSZG,43,Female,3,Yes,94530
8199-ZLLSA,53,Male,0,No,91042
8200-KLNYW,55,Female,0,Yes,94963
8200-LGKSR,47,Male,0,Yes,91702
8201-AAXCB,55,Male,3,Yes,91764
8203-XJZRC,44,Male,0,No,91914
8204-TIFGJ,38,Female,0,No,93529
8204-YJCLA,78,Male,0,Yes,92173
8205-MQUGY,39,Male,3,Yes,95834
8205-OTCHB,51,Male,0,No,92506
8205-VSLRB,22,Male,0,Yes,96037
8207-DMRVL,47,Male,3,Yes,92886
8207-VVMYB,44,Female,0,Yes,94517
8208-EUMTE,45,Male,0,No,92861
8212-CRQXP,20,Female,0,Yes,95002
8212-DJRCH,33,Male,1,Yes,91320
8213-TAZPM,45,Female,1,Yes,91945
8215-NGSPE,63,Female,1,Yes,93035
8216-AZUUZ,42,Female,3,Yes,94118
8217-QYOHV,27,Male,0,No,91505
8218-FFJDS,21,Female,0,Yes,95634
8219-VYBVI,52,Male,3,No,92067
8220-OCUFY,30,Female,0,No,92571
8221-EQDGL,27,Male,0,Yes,95910
8221-HVAYI,60,Male,0,Yes,95322
8224-DWCKX,78,Male,0,No,94010
8224-IVVPA,35,Female,0,No,93518
8224-KDLKN,22,Male,2,Yes,95825
8224-UAXBZ,55,Female,0,Yes,95827
8225-BTJAU,75,Male,0,No,94970
8226-BXGES,30,Male,0,Yes,90249
8229-BUJHX,60,Female,1,Yes,91911
8229-MYEJZ,44,Female,0,No,91786
8229-TNIQA,36,Female,0,No,91105
8231-BSWXX,44,Male,0,No,93501
8232-CTLKO,58,Female,2,Yes,92259
8232-UTFOZ,24,Male,0,No,91740
8234-GSZYK,39,Male,0,No,95410
8237-ULIXL,21,Female,0,Yes,94116
8241-JUIQO,24,Female,0,No,94086
8242-JSVBO,22,Male,0,No,95246
8242-PDSGJ,47,Male,0,Yes,96105
8242-SOQUO,73,Female,0,No,94619
8245-UMPYT,66,Female,0,No,93932
8246-SHFGA,24,Male,0,No,96067
8249-THVEC,38,Male,3,Yes,90041
8250-ZNGGW,79,Female,0,No,94571
8257-RZAHR,51,Female,0,Yes,95134
8258-GSTJK,74,Male,0,No,90732
8259-DZLIZ,53,Female,2,Yes,95315
8259-NFJTV,37,Female,1,Yes,96029
8260-NGFNY,29,Female,0,No,92371
8261-GWDBQ,70,Female,0,Yes,92880
8262-COGGB,53,Male,0,No,93277
8263-JQAIK,66,Male,0,No,93591
8263-OKETD,44,Female,0,No,93609
8263-QMNTJ,46,Male,0,Yes,94104
8265-HKSOW,35,Female,2,Yes,95465
8266-VBFQL,55,Male,0,No,91935
8267-KFGYD,53,Male,1,No,91803
8267-ZNYVZ,47,Female,0,Yes,91977
8268-YDIXR,45,Male,0,Yes,95348
8270-RKSAP,30,Male,0,No,92801
8272-ONJLV,57,Male,0,No,92123
8276-MQBYC,70,Male,0,No,90028
8277-RVRSV,22,Female,1,Yes,94506
8280-MQRQN,39,Female,0,No,95223
8285-ABVLB,34,Female,0,Yes,93103
8286-AFUYI,33,Male,0,No,91203
8290-YWKHZ,69,Female,0,Yes,92028
8292-FRFZQ,19,Female,0,No,90263
8292-ITGYJ,48,Female,1,Yes,95226
8292-TYSPY,55,Male,0,No,90048
8294-UIMBA,64,Female,0,No,91325
8295-FHIVV,63,Male,0,No,95043
8295-KMENE,33,Female,1,Yes,91321
8305-VHZBZ,55,Male,0,No,92154
8309-IEYJD,73,Female,0,No,92210
8309-PPCED,33,Female,0,Yes,93444
8311-UEUAB,24,Female,0,Yes,92376
8313-AFGBW,55,Male,0,Yes,90008
8313-KTIHG,54,Male,0,No,92276
8313-NDOIA,48,Female,0,No,92341
8314-DPQHL,61,Male,0,No,93602
8314-HTWVE,38,Female,1,Yes,90630
8316-BBQAY,45,Female,0,No,94063
8317-BVKSO,27,Male,0,No,96132
8318-LCNBW,53,Male,0,Yes,93405
8319-QBEHW,32,Male,3,No,95134
8325-QRPZR,56,Female,0,No,94510
8327-LZKAS,80,Female,0,Yes,91767
8327-WKMIE,36,Male,0,No,95333
8328-SKJNO,61,Male,1,No,92273
8329-GWVPJ,39,Female,3,Yes,94708
8329-IBCTI,50,Female,0,No,94931
8329-UTMVM,76,Male,0,No,93313
8331-ZXFOE,56,Female,0,No,95054
8332-OSJDW,54,Male,0,Yes,90038
8336-TAVKX,68,Female,0,Yes,95916
8337-MSSXB,64,Female,0,No,92679
8337-UPOAQ,71,Male,0,Yes,92397
8338-QIUNR,23,Male,0,Yes,93304
8344-WFMFH,34,Male,2,No,90008
8345-MVDYC,57,Female,0,No,90248
8347-GDTMP,25,Female,0,Yes,95366
8348-HFYIV,21,Male,0,No,94601
8348-JLBUG,77,Male,0,Yes,95960
8350-NYMVI,35,Female,0,No,95973
8356-WUAOJ,25,Female,0,Yes,91205
8357-EQXFO,46,Female,0,No,94587
8361-LBRDI,31,Female,0,No,94574
8361-LTMKD,75,Male,0,Yes,92028
8364-TRMMK,51,Female,0,No,95132
8372-JUXUI,32,Male,0,No,92410
8374-UULRV,22,Male,0,No,93921
8374-XGEJJ,68,Male,0,Yes,92590
8375-DKEBR,72,Female,0,No,90254
8375-KVTHK,43,Male,0,Yes,95437
8378-LKJAF,34,Male,1,Yes,92704
8380-MQINP,62,Female,1,Yes,90035
8380-PEFPE,60,Male,0,No,90704
8382-SHQEH,58,Female,0,Yes,91739
8383-SGHJU,41,Female,0,No,92352
8384-FZBJK,37,Female,3,Yes,94404
8387-MOJJT,53,Female,0,Yes,96068
8387-UGUSU,57,Female,1,Yes,92614
8388-DMKAE,41,Female,0,No,90016
8388-FYNPZ,26,Male,0,No,94523
8390-FESFV,60,Female,0,No,95472
8393-DLHGA,55,Male,0,No,95968
8393-JMVMB,34,Male,0,No,91360
